Site,year,Month,DateDay,SumOfKwh,Level,Meter
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1594.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,4400.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2891.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3185.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3536.00,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3167.00,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2303.00,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,81187.00,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare)
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2671.00,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,4497.00,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2630.00,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,4512.00,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1959.00,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3752.00,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2453.00,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1147.00,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1733.00,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,32338.00,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2518.00,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,6816.00,GMez & L1 - NBC CSG,Common Area
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1531.00,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3323.00,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2277.00,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3601.00,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,245.00,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3068.00,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,774.00,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2513.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3447.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,5128.00,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,4225.00,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,5147.00,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2249.00,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 new
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3133.00,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,4284.00,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2043.00,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2307.00,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2290.00,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3873.00,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2434.00,L2 & L3 N,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,14441.00,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3727.00,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,9571.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1423.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1649.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3037.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,986.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1325.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,2089.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,954.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1206.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1109.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,954.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3137.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1545.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,3750.00,Level 10,Common Area
